Ime izdelka,Znamka,Cena,Promocijska cena,Kolicina,Enota,Kategorija
Pivo,MERCATOR,0.63,0,1.0,l, PIVO
Vafelj kocka z mlečno čokolado,PLAZMA,2.99,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Jedilni pribor,HOME,1.99,0,1.0,kos, KUHINJSKI PRIPOMOČKI
Žitna ploščica Big,CORNY,0.99,0,1.0,g, ŽITNE IN SADNE REZINE
Detergent za pranje perila,DASH,13.29,6.65,1.0,l, DETERGENTI ZA PRANJE PERILA
Aromatizirana pijača Fashion,CHENET,3.79,2.99,1.0,l, PENEČA VINA
Orehov napitek,VALSOIA,2.49,0,1.0,l, NAPITKI IN DESERT
Dolenjski fuži,MERCATOR RID,3.39,0,1.0,g, DOLGE IN KRATKE TESTENINE
Čokolada gianduja z lešniki,NOVI,4.39,0,1.0,g, ČOKOLADA
Domača kraška mini salama v kosu,KRAŠ,11.19,0,1.0,kos, SUHOMESNATI IN TRAJNI IZDELKI
Sirova želvica,ŽITO,0.85,0,1.0,g, PEKOVSKO PECIVO
Šampon za lase Elseve extraordinary oil kokos,LOREAL ELSEVE,4.69,0,0.001,l, ŠAMPONI
Balzam za lase Elseve extraordinary oil kokos,LOREAL ELSEVE,4.89,0,0.001,l, BALZAMI
Kašica za dojenčka,HIPP,2.49,0,1.0,g, KAŠICE Z DODATKOM MESA
Sok,RAUCH JUICE BAR,3.49,0,1.0,l, SVEŽE STISNJENI SOKOVI
Papirnati krožniki,LUMPI,1.99,0,1.0,kos, PAPIRNATA GALANTERIJA
Hrana za mačke,WHISKAS,0.69,0,1.0,g, MAČJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Kuhana šunka,PIK VRBOVEC,5.49,0,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Deodorant Fresh&Dry Green Tea sprej,FA,3.99,0,0.001,l, DEODORANTI (SPRAYI; STICKI…)
Keksi Mini Mini,PLAZMA,2.29,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Koruza,TAS,2.19,0,1.0,g, AZIJSKA PREHRANA
Prigrizek za pse Trixie,HOBBY DOG,3.89,0,1.0,kos, POSLASTICE
Šampon za krepitev oslabljenih las Vitamin&Strenght,SUBRINA,3.39,0,0.001,l, ŠAMPONI
Ostri feferoni,MERCATOR,1.79,0,1.0,g, DRUGA KONZERVIRANA IN VLOŽENA ZELENJAVA
Himalajska kristalna sol,NATURGANIK,5.49,0,1000.0,g, SOL 
Sadna kašica z breskvijo,FRUTEK,1.49,0,1.0,g, SADNE KAŠICE
BIO polnozrnat ržen kruh s 3 vrstami žitaric,MESTEMACHER,3.24,0,1.0,g, KRUH; PREPEČENCI; TOASTI
Koruza,TAS,2.19,0,1.0,g, AZIJSKA PREHRANA
Prigrizek za pse Trixie,HOBBY DOG,3.89,0,1.0,kos, POSLASTICE
Šlag pena za mešanje z vodo,DOLCELA,0.89,0.75,1.0,g, PUDINGI IN KREME
Keks čajni obročki,BALADA,3.39,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Panirane ribje palčke,MINUTE,2.29,0,1.0,g, RIBE IN RIBJI IZDELKI
Topljeni sir,ZDENKA,2.19,0,1.0,g, TOPLJENI SIR
Nektar,MOJ DAN,1.19,0,1.0,l, DRUGI OKUSI
Začinjene piščančje peruti,MESNICA MERCATOR,7.99,0,250.0,g, PERUTNINA
Muesli s čokolado,MERCATOR,2.99,0,1000.0,g, MÜESLI
Balzam za lase Gliss Ultimate Repair,GLISS,3.99,0,0.001,l, BALZAMI
Juha s testeninami in zelenjavo Frozen,KNORR,1.49,0,1.0,g, INSTANT JUHE
Kavovina,RITUAL,2.19,0,1.0,g, KAVOVINE
Gazirana pijača,PEPSI,2.39,0,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Papirnati modelčki za muffine Popstar,PAPSTAR,2.09,0,1.0,kos, PAPIRNATA GALANTERIJA
Šampon za krepitev oslabljenih las Vitamin&Strenght,SUBRINA,3.39,0,0.001,l, ŠAMPONI
Ostri feferoni,MERCATOR,1.79,0,1.0,g, DRUGA KONZERVIRANA IN VLOŽENA ZELENJAVA
Himalajska kristalna sol,NATURGANIK,5.49,0,1000.0,g, SOL 
Sadna kašica z breskvijo,FRUTEK,1.49,0,1.0,g, SADNE KAŠICE
BIO polnozrnat ržen kruh s 3 vrstami žitaric,MESTEMACHER,3.24,0,1.0,g, KRUH; PREPEČENCI; TOASTI
Marcipanova ploščica,SCHLUCKWERDER,1.39,0,1.0,g, BONBONIERE
Kis Aceto Balsamico di Modena,PONTI,4.99,0,0.001,l, BALZAMIČNI KIS
Mehčalec Rose,SILAN,6.99,0,1.0,kos, MEHČALCI ZA PERILO
Praline Oreo Moments,MILKA,2.39,1.39,1.0,g, BONBONIERE
Obliž Lola care ultra vodootporni,LOLA RIBAR,1.19,0,1.0,kos, PRVA POMOČ (OBLIŽI; POVOJI; GAZE)
Osvežilec Glade Micro Marine,GLADE,5.29,0,1.0,kos, OSVEŽILCI PROSTORA
Zobna pasta Total Whitening,COLGATE,4.69,0,0.001,l, ZOBNE PASTE
Zvezek A4,ELISA,3.39,2.37,1.0,kos, ZVEZKI
Univerzalno lepilo Blister,UHU,2.69,1.88,0.001,l, LEPILA
Zobna ščetka Colgate Max Fresh Twin,COLGATE,4.29,0,1.0,kos, ZOBNE ŠČETKE
Instant kava Monarch,JACOBS,12.49,0,1.0,g, INSTANT KAVA
Hlačne plenice Pampers Harmonie S4 ,PAMPERS,12.99,9.09,1.0,kos, PLENICE
Šilček Maped Sharker,MAPED,1.69,0,1.0,kos, PISALNE POTREBŠČINE IN SETI
Deodorant  Active citrus & lime fresh sprej,BOROTALCO,4.19,0,0.001,l, DEODORANTI (SPRAYI; STICKI…)
Mleko Aptamil 2,MILUPA,21.99,16.49,1.0,g, MLEKO V PRAHU
Plenice Pampers Harmonie S4,PAMPERS,12.99,9.09,1.0,kos, PLENICE
Losjon za sončenje,NIVEA SUN,15.49,10.84,0.001,l, ZAŠČITA PRED SONCEM
Omaka Habanero,TABASCO,5.39,0,0.001,l, MEHIŠKA PREHRANA
Negazirana voda,ACTIVE O2,1.79,0,1.0,l, NEGAZIRANE VODE 
Riževa moka,FARMER TAJSKA,3.29,0,1.0,g, AZIJSKA PREHRANA
Šampon za lase Schauma Color Shine,SCHAUMA,3.19,0,0.001,l, ŠAMPONI
Šampinjoni na žaru,PONTI,4.79,3.99,1.0,g, GOBE
Detergent za strojno pomivanje posode,SOMAT,22.99,11.5,1.0,kos, ZA STROJNO POMIVANJE POSODE
Sirup,BROZOVIČ-SOKOVI,7.19,0,1.0,l, SIRUPI
Istrske testenine,DINKO FUŽI,2.99,0,1.0,g, HLAJENI SVALJKI; NJOKI
Deodorant Captain stick,OLD SPICE,4.19,3.23,0.001,l, DEODORANTI (SPRAYI; STICKI…)
Priboljšek za pse Trixie,HOBBY DOG,2.89,0,1.0,kos, POSLASTICE
Kisla smetana,MILA,0.85,0,1.0,g, KISLA SMETANA
Domača zaseka,MESARIJA KRAGELJ SUŠENE MES.,4.19,0,1.0,g, DRUGE ŽIVALSKE MAŠČOBE IN NAMAZI
Margarina z okusom masla,PRO ACTIV,3.59,2.99,1.0,g, MARGARINA IN MARGARINSKI NAMAZI
Slovenski paradižnik,NERAZPOREJENI ARTIKLI,2.29,0,250.0,g, PAPRIKA; PARADIŽNIK; FEFERONI
Omaka Tartufata,DELIZIE DI MATILDE TARTUFI,5.89,0,1.0,g, ZELENJAVNE OMAKE
Gel za prhanje Wolfthorn,OLD SPICE,3.19,2.68,0.001,l, TUŠIRANJE IN KOPANJE
Bio kamutovi rezanci,REGINA,4.29,0,1.0,g, DOLGE IN KRATKE TESTENINE
Tamponi Jasmin Mini Girl Nature,JASMIN,3.59,0,1.0,kos, DAMSKI VLOŽKI IN TAMPONI
Grobozrnata gorčica,MERCATOR PREMIUM,2.19,0,1.0,g, KETCHUP; AJVAR; GORČICA
Eko sladoled v lončku,INDY&PIPPA,6.99,0,1.0,g, DRUŽINSKI SLADOLEDI
Nerafinirano orehovo olje,GEA,6.89,0,1.0,l, OSTALE VRSTE OLJA
Damski nočni vložki Sensitive,ALWAYS,2.29,0,1.0,kos, DAMSKI VLOŽKI IN TAMPONI
Keks oblit z belo čokolado,OREO,4.29,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Obliži Vivacare To.to. A20,VIVACARE,1.59,0,1.0,kos, PRVA POMOČ (OBLIŽI; POVOJI; GAZE)
Tekoče milo Creme Care,NIVEA,3.29,0,0.001,l, MILA
Detergent za ročno pomivanje otroške stekleničke Frosch,FROSCH,3.19,0,0.001,l, EKOLOŠKA ČISTILA
Keksi iz žitaric s kakavom Dibus,GULLON,2.09,1.87,1.0,g, OSTALA DIABETIČNA IN DIETETIČNA PREHRANA
Intimni losjon Intimo Fresh Comfort,NIVEA,5.49,0,0.001,l, INTIMNA NEGA 
Suho sadje oblito z mlečno čokolado,GORENJKA,7.19,0,1.0,g, BONBONIERE
Električno polnilo za osvežilec Relax Zen,GLADE,5.69,0,0.001,l, OSVEŽILCI PROSTORA
Ekstra deviško oljčno olje,BASSO,18.59,0,1.0,l, OLJČNO OLJE
Dolgozrnati brušen riž,ZLATO POLJE,3.29,0,1.0,g, NAVADNI (SREDNJEZRNATI IN DOLGOZRNATI) RIŽ
Grenčica,PETOVIA,13.49,0,1.0,l, GRENČICE IN GRENKI LIKERJI
Zelen,REMEC,8.69,0,1.0,l, BELA VINA
Otroška zobna pasta Aquafresh 6-8 let,AQUAFRESH,2.99,0,0.001,l, KOPANJE IN UMIVANJE
Ajvar,ZVIJEZDA,2.69,0,1.0,g, KETCHUP; AJVAR; GORČICA
Bio sadna kašica za lahko noč z mlečnim pripravkom in čokolado,HIPP,2.49,0,1.0,g, SADNE KAŠICE
Šampon za lase Dan na dan kamilica,D NA D,2.69,0,0.001,l, ŠAMPONI
Mleti črni poper,KOTANYI,1.29,0,1.0,g, ZAČIMBE ZA PEKO
Nerafinirano orehovo olje,GEA,6.89,0,1.0,l, OSTALE VRSTE OLJA
Čokolada s celimi lešniki,GORENJKA,19.29,0,1000.0,g, ČOKOLADA
Mleti črni poper,KOTANYI,1.29,0,1.0,g, ZAČIMBE ZA PEKO
Insekticid vaba za kuhinjske molje,FORTH,5.99,0,1.0,kos, ZAŠČITA PRED INSEKTI
Kocka za golaž,KNORR,2.69,0,1.0,g, JUŠNE KOCKE
Suho sadje oblito z mlečno čokolado,GORENJKA,7.19,0,1.0,g, BONBONIERE
Električno polnilo za osvežilec Relax Zen,GLADE,5.69,0,0.001,l, OSVEŽILCI PROSTORA
Ekstra deviško oljčno olje,BASSO,18.59,0,1.0,l, OLJČNO OLJE
Skledica,TOGNANA,4.49,2.69,1.0,kos, PORCELAN; KERAMIKA
Detergent za strojno pomivanje posode,SOMAT,30.99,15.5,1.0,kos, ZA STROJNO POMIVANJE POSODE
Zmes za pecivo Muffins,DR.OETKER,4.39,0,1.0,g, INSTANT TORTE; PECIVA
Prigrizek Rocky Rolls,BENLIAN FOOD,1.44,0,1.0,g, BREZGLUTENSKA ŽIVILA
Hruškov kompot,NATURETA,3.99,0,1.0,g, KOMPOTI
Plastično vedro Curver Bingo,CURVER,2.99,0,1.0,l, PLASTIČNI IZDELKI
Čokolada z lešniki,LINDT,3.99,0,1.0,g, ČOKOLADA
Gel za prhanje Ice Chill,AXE,4.19,2.51,0.001,l, TUŠIRANJE IN KOPANJE
Deodorant Invisible Dry sprej,DOVE,5.49,0,0.001,l, DEODORANTI (SPRAYI; STICKI…)
Peneča kopel,PALMOLIVE,5.69,4.27,0.001,l, TUŠIRANJE IN KOPANJE
Gel za prhanje Cooling 2v1,OLD SPICE,4.59,3.65,0.001,l, TUŠIRANJE IN KOPANJE
Zobna pasta Gum + Sensitivity,PARODONTAX,7.19,5.39,1.0,g, ZOBNE PASTE
Kava instant Mild,BARCAFFE,7.99,0,1.0,g, INSTANT KAVA
Globok krožnik Bormioli Rocco Ebro,BORMIOLI ROCCO,2.29,0,1.0,kos, PORCELAN; KERAMIKA
Polnozrnata riževa ploščica,RICE UP,0.59,0,1.0,g, ČOKOLADNI IZDELKI IN NAPOLITANKE
Kraljevska jušna kocka,PODRAVKA,2.69,0,1.0,g, JUŠNE KOCKE
Gel za prhanje FA Sport Boost,FA,3.99,0,1.0,kos, TUŠIRANJE IN KOPANJE
Gobova juha,NEVO,5.59,0,1.0,g, HLAJENA ZELENJAVNA PRIPRAVLJENA HRANA
Kolagen,NUTRISSLIM,9.49,8.07,1.0,g, PREHRANSKA DOPOLNILA
Specialni baterijski vložek Duracell,DURACELL,3.79,0,1.0,kos, BATERIJSKI VLOŽKI
Ustna voda Oral-B Proexpert Professional Protect,ORAL B,7.19,5.39,0.001,l, USTNE VODE IN SPRAJI
Set nožev Home,HOME,4.39,2.63,1.0,kos, KUHINJSKI PRIPOMOČKI
Detergent za strojno pomivanje posode,SOMAT,26.99,13.5,1.0,kos, ZA STROJNO POMIVANJE POSODE
Pšenična moka T 850,MLINOTEST,5.99,4.99,1000.0,g, DRUGE VRSTE MOKE
Detergent za strojno pomivanje posode,SOMAT,30.99,15.5,1.0,kos, ZA STROJNO POMIVANJE POSODE
Zvezek A5,STREET,1.29,0.79,1.0,kos, ZVEZKI
Bio chia semena,NUTRISSLIM,7.49,0,1.0,g, PREHRANSKA DOPOLNILA
Mlečni desert Monte Choco Flakes,ZOTT MONTE,0.99,0,1.0,g, PUDINGI IN KREME
Sadne ledene lizike,POLARETTI,2.69,1.79,0.001,l, BONBONI 
Balinčki,ADRIATIC,7.99,0,1.0,kos, IGRAČE; IGRALA
Mačja hrana,WHISKAS,6.39,0,1.0,g, MAČJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Goveji golaž,PODRAVKA,3.59,0,1.0,g, MESNA PRIPRAVLJENA HRANA
Čokoladna torta,MERCATOR,9.79,0,1.0,g, TORTE IN SVEŽE ROLADE
Začimbna mešanica mediteranskih zelišč,KOTANYI,3.19,0,1.0,g, DODATKI JEDEM
Polovica kokoši,PERUTNINA PTUJ,5.99,0,1400.0,g, ZAMRZNJENO BELO MESO
Riževi vaflji,SANTE,1.59,1.34,1.0,g, BREZGLUTENSKA ŽIVILA
Mačja hrana Delikatesse,SHEBA,3.19,0,1.0,g, MAČJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Zeliščna zobna pasta,ANGELICA,3.69,0,0.001,l, ZOBNE PASTE
Baterijski vložek Varta,VARTA,3.89,0,1.0,kos, BATERIJSKI VLOŽKI
Set posod za shranjevanje hrane Curver Fresh&Go,CURVER,3.99,0,1.0,l, POSODA ZA SHRANJEVANJE HRANE
Vrhunsko rdeče vino,GAŠPER-VINA,9.39,0,1.0,l, RDEČA VINA IN ROSE
Liker,BECHEROVKA,15.49,0,1.0,l, SADNI; KREMNI IN DRUGI LIKERJI
Beli pinot Quercus,QUERCUS,5.49,4.89,1.0,l, BELA VINA
Gazirana pijača,SKY,0.69,0.62,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Cel muškatni oreh,MAESTRO,2.39,0,1.0,g, ZAČIMBE ZA KUHO
Bio mleti cimet,SONNENTOR,2.89,0,1.0,g, ZAČIMBE IN DIŠAVE
Japonski rižev kis,BLUE DRAGON,2.29,0,0.001,l, AZIJSKA PREHRANA
Korenje v kockah,NATURETA,1.89,0,1.0,g, DRUGA KONZERVIRANA IN VLOŽENA ZELENJAVA
Bio ingverjevi bonboni,SANCT BERNHARD,4.19,0,1.0,g, BONBONI 
Kandiran ingver,ODLIČNO,3.09,0,1.0,g, SUHO SADJE
Sir kajmak s čilijem in paradižnikom,ZELENE DOLINE,3.19,0,1.0,g, SVEŽI SIRI: FETA; KAJMAK; MOZZARELLA
Začimbna mešanica,KOTANYI,1.29,0,1.0,g, MEHIŠKA PREHRANA
Gazirana pijača,SPRITE,1.39,0,1.0,kos, GAZIRANE PIJAČE OSTALIH OKUSOV
Bio pirini rezanci,REGINA,2.59,0,1.0,g, DOLGE IN KRATKE TESTENINE
Pivo India Pale Ale,FULLER'S,3.69,0,1.0,l, SPECIALNA PIVA
Pričvrstilna krema Corega Max Seal,COREGA,8.99,0,1.0,g, DRUGI IZDELKI ZA USTNO NEGO IN HIGIENO
Bio organsko gnojilo iz ekstrakta morskih alg,BIO PLANTELLA,6.49,0,1.0,l, SEMENA IN GNOJILA
Šampon za tanke lase brez volumna Volume Sensation,NIVEA,3.99,0,0.001,l, ŠAMPONI
Sveži kremni sir maskarpone,LOŠKA MLEKARNA,4.19,0,1.0,g, SKUTE
Osvežilec Glade Microspray Marine,GLADE,5.19,0,1.0,kos, OSVEŽILCI PROSTORA
Orehovo čokoladno pecivo,BRODNIK,8.75,0,1.0,g, DOMAČI KEKSI
Sadna kašica z banano,FRUTEK,1.49,0,1.0,g, SADNE KAŠICE
100 % hruškov džem,ST.DALFOUR,4.39,0,1.0,g, MARMELADE IN DŽEMI
Marmelada iz 100 % gozdnih sadežev,MENZ & GASSER,3.89,0,1.0,g, MARMELADE IN DŽEMI
Graševina,STOBI,2.99,0,1.0,l, BELA VINA
Rezanci za vok,YOUWOK.COM,2.69,0,1.0,g, AZIJSKA PREHRANA
Šampon GLISS Oil Nutritive 400ml,GLISS,5.99,0,1.0,kos, ŠAMPONI
Rose,CHENET,6.19,0,1.0,l, RDEČA VINA IN ROSE
Omaka s suhim paradižnikom in pistacijo,STAR,3.59,0,1.0,g, ZELENJAVNE OMAKE
Extra piščančja salama,PIVKA,3.89,0,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Nastrgani mandlji,DR.OETKER,4.39,0,1.0,g, MLETI OREŠČKI; MLETO IN KANDIRANO SADJE
Zelenjavna jušna osnova v prahu,KNORR,3.89,0,1.0,g, JUŠNE KOCKE
Insekticid Zaz Electric Duo za 45 noči,ZAZ,5.99,0,1.0,kos, ZAŠČITA PRED INSEKTI
Sladoled na palčki,MAGNUM,2.89,0,0.001,l, DROBNI SLADOLEDI (NA PALČKI; KORNETI …)
Paradižnikov koncentrat,GARDEN GOOD,1.39,0,1.0,g, PARADIŽNIK
Napolitanke mini Cubidoo,MANNER,2.49,2.24,1.0,g, ČOKOLADNI IZDELKI IN NAPOLITANKE
Sveži kremni sir maskarpone,LOŠKA MLEKARNA,4.19,0,1.0,g, SKUTE
Osvežilec Glade Microspray Marine,GLADE,5.19,0,1.0,kos, OSVEŽILCI PROSTORA
Orehovo čokoladno pecivo,BRODNIK,8.75,0,1.0,g, DOMAČI KEKSI
Sadna kašica z banano,FRUTEK,1.49,0,1.0,g, SADNE KAŠICE
100 % hruškov džem,ST.DALFOUR,4.39,0,1.0,g, MARMELADE IN DŽEMI
Deodorant Lagoon stick,OLD SPICE,4.19,0,0.001,l, DEODORANTI (SPRAYI; STICKI…)
Pijača,LOTTE,1.59,0,0.001,l, NEGAZIRANE SADNE PIJAČE
Otroški kosmiči,LUMPI,1.09,0.87,1.0,g, KOSMIČI IN DRUGA ŽITA ZA ZAJTRK
Mešanica moke Mix It brez glutena,SCHAR,2.49,0,1.0,g, BREZGLUTENSKA ŽIVILA
Kokosov napitek,PLANA PLUS,3.49,0,1.0,l, NAPITKI IN DESERT
Jušni rezanci,MERCATOR SIMPLY PASTA,1.49,0,1.0,g, JUŠNI REZANCI IN JUŠNE ZAKUHE
Šampon za lase Schauma 7 zelišč,SCHAUMA,3.19,0,0.001,l, ŠAMPONI
Žlica za sladoled Home,HOME,3.59,3.59,1.0,kos, KUHINJSKI PRIPOMOČKI
Odstranjevalec madežev in potu Dr. Beckmann,DR.BECKMANN,3.89,0,0.001,l, SREDSTVA ZA ODSTRANJEVANJE MADEŽEV
Deodorant Clean Comfort stick,DOVE,5.49,0,0.001,l, DEODORANTI (SPRAYI; STICKI…)
WC osvežilec Power 5 Ocean Duopack,DOMESTOS,6.19,3.71,1.0,kos, OBEŠANKE ZA WC ŠKOLJKE
Deodorant Black sprej,AXE,5.09,3.05,0.001,l, DEODORANTI (SPRAYI; STICKI…)
Tehnični svinčnik,PILOT,3.59,2.51,1.0,kos, PISALA 
Deodorant Gold body sprej,AXE,5.09,3.05,0.001,l, DEODORANTI (SPRAYI; STICKI…)
Narezek Stoletna klobasa,AVE,2.19,0,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Jajčni polžki,MLINOTEST,1.89,1.47,1.0,g, DOLGE IN KRATKE TESTENINE
Maselni keksi Leibniz,BAHLSEN,5.3,0,1.0,kos, KEKSI NAVADNI; MEŠANI; POLNJENI
Hrana za pse Friskies z mesom,FRISKIES PURINA,2.69,2.15,1.0,g, PASJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Gel za prhanje Men Sport,NIVEA,5.29,3.69,0.001,l, TUŠIRANJE IN KOPANJE
Barva za lase,BRILLANCE,8.79,0,1.0,kos, BARVE ZA LASE
Riž dolgozrnati za rižoto,RISO GALLO,4.49,0,1000.0,g, OSTALE VRSTE RIŽA
Sladoled,PLANICA,7.99,0,1.0,l, DRUŽINSKI SLADOLEDI
Šampon za lase Gliss Ultimate Repair,GLISS,3.99,0,0.001,l, ŠAMPONI
Suha domača klobasa,MESNINE BOHINJA,26.89,0,200.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Svinjska prekajena rebra,OKUS NAD OKUSI,12.59,11.29,700.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Kondenzirano mleko,NESTLE,4.49,0,1.0,g, TRAJNO MLEKO
Otroški šampon in gel za tuširanje Subrina Kids Fruity,SUBRINA,3.19,2.87,0.001,l, KOPANJE IN UMIVANJE
Celi črni poper,KOTANYI,1.99,0,1.0,g, ZAČIMBE ZA PEKO
Ustna voda proti kariesu,ELMEX,7.19,0,0.001,l, USTNE VODE IN SPRAJI
Rumeni Muškat,VIPAVA 1894,6.49,0,1.0,l, BELA VINA
Cabernet Carmenere,EL EMPERADOR,5.89,0,1.0,l, RDEČA VINA IN ROSE
Ajdovi polnozrnati napihnjenci brez glutena,WERZ NATURKORNMUHLLE,3.59,0,1.0,g, BREZGLUTENSKA ŽIVILA
Deodorant Vetyver sprej,MALIZIA,3.89,0,0.001,l, DEODORANTI (SPRAYI; STICKI…)
Balzam za ustnice Cherry Shine,LABELLO,3.29,0,1.0,g, NEGA USTNIC
Pečeni svinjski vrat,Z'DEŽELE,14.99,0,1100.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Kremni liker,CAROLANS,17.99,0,1.0,l, SADNI; KREMNI IN DRUGI LIKERJI
Keksi,BAHLSEN,2.19,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Palčke s kikirikijem,SALTAS,1.79,0,1.0,g, PALČKE
Insekticid proti moljem Tarme Gel,RAID,12.79,10.87,1.0,kos, ZAŠČITA PRED INSEKTI
Gorčica z okusom estragona,PODRAVKA,2.19,0,1.0,g, KETCHUP; AJVAR; GORČICA
Tekoči detergent,BECUTAN,7.59,0,1.0,l, DETERGENTI ZA PRANJE PERILA
Paprika pečena,MT,4.49,0,1.0,g, ZELENJAVNE SPECIALITETE
Slovenska orehova jedrca,RUMI,8.59,0,1.0,g, OREŠČKI
Polnjene olive s sirom,MEGGLE,3.29,0,1.0,g, HLAJENE DELIKATESNE SPECIALITETE
Deodorant Ipanema Nights roll on,FA,3.99,0,0.001,l, DEODORANTI (SPRAYI; STICKI…)
Gel za prhanje Captain,OLD SPICE,3.19,2.68,0.001,l, TUŠIRANJE IN KOPANJE
Bio veganska pašteta s šitakami,VITAQUELL,3.29,0,1.0,g, NAMAZI
Koper,MAESTRO,2.29,0,1.0,g, ZAČIMBE ZA KUHO
Merlot Prestige,VINAKOPER,6.69,0,1.0,l, RDEČA VINA IN ROSE
Prigrizek za pse Adventuros medaljoni z okusom divje svinje,ADVENTUROS,1.99,0,1.0,g, POSLASTICE
Ajdova moka,GREGURMAN-SONJA CIMERMAN,4.29,0,1000.0,g, DRUGE VRSTE MOKE
Rezine bambusovih vršičkov,TAS,2.49,0,1.0,g, AZIJSKA PREHRANA
Kompot iz divjih brusnic,DARBO,3.99,0,1.0,g, KOMPOTI
Brivski vložki Wilkinson Classic,WILKINSON,1.67,0,1.0,kos, BRIVSKA KOZMETIKA IN GALANTERIJA
Hrana za mačke Friskies s piščancem,FRISKIES PURINA,2.09,0,1.0,kos, BRIKETIRANA MAČJA HRANA
Deodorant sprej Fresh Active For Men,NIVEA,4.59,0,0.001,l, DEODORANTI (SPRAYI; STICKI…)
Papirnate serviete,PALOMA STYLE,3.49,2.44,1.0,kos, PAPIRNATE SERVIETE
Zelene olive,ZVIJEZDA,4.99,0,1.0,g, OLIVE
Čokoladne kapljice,LEONE,6.39,0,1.0,g, JEDILNA ČOKOLADA IN ČOKOLADA TER KAKAV V PRAHU
Lak za lase,TAFT,4.59,0,0.001,l, OBLIKOVANJE IN UTRJEVANJE LAS
Mleta kava,COSTA COFFEE,4.49,0,1.0,g, KLASIČNA TURŠKA KAVA
Velikonočna vrečka,RIEGELEIN,1.99,0,1.0,g, ČOKOLADNI IZDELKI
Pšenična moka T 500,MERCATOR RID,0.94,0,1000.0,g, PŠENIČNA MOKA
Pečen jabolčni štrudelj,PEČJAK,3.79,0,1.0,g, SLAŠČIČARSKO PECIVO (ZAVITKI; ROGLJIČI; TORTE…)
Plenice Violeta Duble Care Air Dry 6 Junior Plus (16 kg +),VIOLETA,16.99,0,1.0,kos, PLENICE
Extra šipkov džem,BAKINA TAJNA,4.09,0,1.0,g, MARMELADE IN DŽEMI
Detergent za pranje perila,WEISSER RIESE,19.99,0,1.0,kos, DETERGENTI ZA PRANJE PERILA
Mlečna čokolada,JIMMY FANTASTIC,3.29,0,1.0,g, ČOKOLADA
Marelična marmelada za peko,UWE,3.79,0,1.0,g, MARMELADE IN DŽEMI
Zeliščni čaj,LOYD,1.69,0,1.0,g, ZELIŠČNI ČAJI
Negazirana mineralna voda,JANA,0.62,0,1.0,l, NEGAZIRANE VODE 
Velike kozice surimi v česnovem olju,VIČI,5.69,0,1.0,g, DRUGA HLAJENA PRIPRAVLJENA HRANA
Šampon za lase Elseve Color,LOREAL ELSEVE,4.69,0,0.001,l, ŠAMPONI
Prekajena domača slanina,BELJE,19.99,0,500.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Ovseni piškoti,DOMAČE DOBROTE,5.29,0,1.0,g, DOMAČI KEKSI
Rezina Snack Late,BALCONI,3.19,0,1.0,g, PECIVO
Obliži Hansaplast Elastic,HANSAPLAST,2.79,0,1.0,kos, PRVA POMOČ (OBLIŽI; POVOJI; GAZE)
Bio vrečke za smeti,ALUFIX,4.09,0,1.0,l, VSE ZA SMETI
Tekoče gnojilo List,PLANTELLA,6.99,0,1.0,l, SEMENA IN GNOJILA
Gel za prhanje Whitewater,OLD SPICE,3.19,2.68,0.001,l, TUŠIRANJE IN KOPANJE
Škotski Whiskey,CHIVAS,42.69,0,1.0,l, WHISKEY
Keksi s kakavovim polnilom,MOTO,1.29,0.99,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Polnovredni svedrci brez glutena,SCHAR,1.79,0,1.0,g, BREZGLUTENSKA ŽIVILA
Domača mast,MESARIJA KRAGELJ SUŠENE MES.,3.39,0,1.0,kos, MAST IN OCVIRKI
Ledene kocke,LEDEK.SI,2.89,0,1000.0,g, SORBETI IN OSTALI SLADOLEDI
Hrana za pse,PEDIGREE,2.79,0,1.0,g, PASJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Napolitanke,LASTA,2.79,2.29,1.0,g, NAPOLITANKE IN VAFLI
Temna čokolada 51 %,TONY'S CHOCOLONELY,3.99,0,1.0,g, ČOKOLADA
